id,Title,Категории нападений,Регионы,Количество пострадавших,Пол,Возраст,Гражданство,Категория пострадавшего,Дата нападения - от,Дата нападения - до,Время суток,Точное время,Тип места нападения,Маркер_lat,Маркер_lng,Характер нападения,Использование оружия,Категория оружия,Кража имущества,Выкрики при нападении,Соотношение агрессоров и жертв,Количество нападавших
1243,smolensk_2011_04_001,Пострадавший жив - Виновный найден,Смоленская область,2,Мужской,Нет данных,Индия,Из других стран Азии,20.04.2011,20.04.2011,Вечер,19:20,Улица,54.76693932,32.06231117,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших больше, чем жертв",3
1244,smolensk_2011_08_001,Пострадавший жив - Виновный найден,Смоленская область,1,Мужской,Нет данных,Нет данных,Люди «неславянской внешности»,28.08.2011,28.08.2011,Вечер,Нет данных,"Парк, лесополоса",54.78359598,32.0373559,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших больше, чем жертв",3
1245,smolensk_2011_08_002,Пострадавший жив - Виновный найден,Смоленская область,1,Мужской,Нет данных,Индия,Из других стран Азии,28.08.2011,28.08.2011,Вечер,Нет данных,Улица,54.76690837,32.06117392,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,Нападению сопутствовали выкрики,"Нападавших больше, чем жертв",6
1246,novg_2011_05_001,Пострадавший жив - Виновный найден,Новгородская область,2,Мужской,Нет данных,Нет данных,"Из молодежных субкультур, антифашисты",09.05.2011,09.05.2011,Ночь,00:05,Улица,58.54314092,31.26613498,Избиение / ранение,Нет информации,Нет данных,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1248,novg_2014_12_001,Пострадавший жив - Виновный найден,Новгородская область,1,Мужской,Нет данных,Мавритания,Темнокожие,06.12.2014,06.12.2014,Вечер,Нет данных,Вблизи транспортных путей,58.53105266,31.29545689,Избиение / ранение,Да,Бутылка,О краже имущества нет информации,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших больше, чем жертв",2
1249,tverobl_2010_04_001,Пострадавший жив - Виновный найден,Тверская область,1,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,27.04.2010,27.04.2010,Вечер,Нет данных,Улица,57.78289046,36.69294119,Избиение / ранение,Да,Камень,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",4
1250,tverobl_2010_05_001,Пострадавший жив - Виновный найден,Тверская область,1,Мужской,Взрослые,Гвинея,Темнокожие,22.05.2010,22.05.2010,Вечер,21:20,Улица,56.84782985,35.83841085,Избиение / ранение,Нет информации,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1251,tverobl_2011_03_001,Пострадавший жив - Виновный найден,Тверская область,1,Мужской,Нет данных,Таджикистан,Выходцы из Центральной Азии,19.03.2011,19.03.2011,Нет данных,Нет данных,Публичное помещение,56.87407938,35.85221887,Избиение / ранение,Да,Нож,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших столько же, сколько жертв",1
1252,tverobl_2015_01_001,Пострадавший жив - Виновный найден,Тверская область,1,Мужской,Нет данных,Узбекистан,Выходцы из Центральной Азии,14.01.2015,14.01.2015,Нет данных,Нет данных,Улица,57.61859656,35.90649605,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1253,sverdlobl_2016_06_001,Пострадавший жив - Виновный не найден,Свердловская область,1,Мужской,Взрослые,Нет данных,ЛГБТ,11.06.2016,12.06.2016,Ночь,Нет данных,Улица,56.80992799,60.60081124,Избиение / ранение,Да,Пневматическое оружие,Кражи имущества не было,Нападению сопутствовали выкрики,"Нападавших больше, чем жертв",9
1255,kostrom_2011_01_001,Пострадавший жив - Виновный найден,Костромская область,1,Мужской,Молодые люди,Россия,"Из молодежных субкультур, антифашисты",07.01.2011,07.01.2011,Нет данных,Нет данных,Улица,57.76803677,40.92909336,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1256,kostrom_2012_09_001,Пострадавший жив - Виновный найден,Костромская область,1,Женский,Нет данных,Россия,Выходцы с Кавказа,28.09.2012,28.09.2012,Утро,05:00,Улица,58.28464332,43.90121698,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1282,spb_2016_09_001,Пострадавший жив - Виновный не найден,Санкт-Петербург,2,Мужской,Взрослые,Корейская Народная Демократическая республика,Из других стран Азии,03.09.2016,03.09.2016,Вечер,22:16,Улица,59.93416505,30.37387133,Избиение / ранение,Да,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1284,spb_2011_08_001,Пострадавший жив - Виновный не найден,Санкт-Петербург,1,"Мужской, Неизвестно",Взрослые,Кения,Темнокожие,16.08.2011,16.08.2011,Вечер,Нет данных,Улица,59.928682,30.48459291,Избиение / ранение,Да,Нож,О краже имущества нет информации,О выкриках при нападении нет информации,Нет информации,Нет данных
1285,spb_2015_12_001,Пострадавший жив - Виновный не найден,Санкт-Петербург,2,Мужской,Взрослые,Нет данных,Выходцы из Центральной Азии,14.12.2015,14.12.2015,Ночь,02:00,Улица,59.85948561,30.37683249,Избиение / ранение,Да,"Нож, Огнестрельное оружие",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1286,msk_2013_06_003,Пострадавший жив - Виновный не найден,Москва,1,Мужской,Взрослые,Узбекистан,Люди «неславянской внешности»,05.06.2013,05.06.2013,Вечер,17:30 &#8212; 18:00,Салон транспортного средства,55.81869058,37.57441163,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших больше, чем жертв",3
1287,kemerobl_2011_12_001,Летальный исход - Виновный не найден,Кемеровская область,1,Мужской,Взрослые,Россия,Бездомные,12.12.2011,12.12.2011,Вечер,20:30 &#8212; 21:30,"Парк, лесополоса",53.7624555,87.09993124,Убийство,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1288,msk_2016_10_001,Пострадавший жив - Виновный найден,Москва,2,Мужской,Нет данных,Нет данных,Евреи,01.10.2016,01.10.2016,Вечер,Нет данных,Публичное помещение,55.75549262,37.63549894,Избиение / ранение,Да,Травматическое оружие,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1289,stavrkrai_2015_11_001,Летальный исход - Виновный найден,Ставропольский край,1,Мужской,Взрослые,Россия,ЛГБТ,18.11.2015,23.11.2015,Нет данных,Нет данных,"Парк, лесополоса",44.15396557,43.13180923,Убийство,Нет информации,Нет данных,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1291,stavrkrai_2010_12_001,Летальный исход - Виновный найден,Ставропольский край,1,Мужской,Взрослые,Корея,Из других стран Азии,21.12.2010,21.12.2010,Нет данных,Нет данных,Улица,45.07602591,43.04100037,Убийство,Да,Подручные приспособления,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших столько же, сколько жертв",1
1292,stavrkrai_2010_12_002,Пострадавший жив - Виновный найден,Ставропольский край,2,Мужской,Взрослые,Корея,Из других стран Азии,21.12.2010,21.12.2010,Нет данных,Нет данных,Улица,45.07638958,43.03859711,Избиение / ранение,Да,Подручные приспособления,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших больше, чем жертв",Несколько человек
1293,stavrkrai_2014_10_001,Пострадавший жив - Виновный найден,Ставропольский край,2,Мужской,Нет данных,Россия,Русские,27.10.2014,27.10.2014,Ночь,01:30,Частное помещение,45.01416685,41.92956269,Избиение / ранение,Да,Нож,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших больше, чем жертв",3
1294,stavrkrai_2012_02_001,Пострадавший жив - Виновный найден,Ставропольский край,1,Мужской,Нет данных,Россия,Люди «неславянской внешности»,01.02.2012,19.02.2012,Нет данных,Нет данных,Улица,45.0575745,41.91902161,Избиение / ранение,Да,Бита,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших больше, чем жертв",7
1295,stavrkrai_2012_02_002,Пострадавший жив - Виновный найден,Ставропольский край,1,Мужской,Нет данных,Нет данных,Выходцы с Кавказа,20.02.2012,20.02.2012,Нет данных,Нет данных,Улица,45.05771092,41.91858172,Избиение / ранение,Да,"Бита, Нож",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",7
1296,stavrkrai_2012_02_003,Пострадавший жив - Виновный найден,Ставропольский край,1,Мужской,Нет данных,Нет данных,Выходцы с Кавказа,21.02.2012,21.02.2012,Нет данных,Нет данных,Улица,45.05827932,41.91990137,Избиение / ранение,Да,Бита,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",7
1297,stavrkrai_2012_02_004,Пострадавший жив - Виновный найден,Ставропольский край,1,Мужской,Нет данных,Нет данных,Выходцы с Кавказа,22.02.2012,29.02.2012,Нет данных,Нет данных,Улица,45.06137893,41.92314148,Избиение / ранение,Да,"Бита, Нож",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",7
1300,stavrkrai_2011_07_001,Пострадавший жив - Виновный найден,Ставропольский край,1,Мужской,Нет данных,Россия,Русские,01.07.2011,31.07.2011,Нет данных,Нет данных,Улица,44.14706809,43.00031662,Избиение / ранение,Да,Нож,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших столько же, сколько жертв",1
1301,stavrkrai_2015_04_001,Пострадавший жив - Виновный найден,Ставропольский край,1,Мужской,Нет данных,Россия,Русские,01.04.2015,01.04.2015,Вечер,Нет данных,Улица,43.91750387,42.74487376,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших столько же, сколько жертв",1
1302,tula_2011_04_001,Пострадавший жив - Виновный найден,Тульская область,1,Мужской,Нет данных,Россия,Люди «неславянской внешности»,24.04.2011,24.04.2011,Вечер,20:30 &#8212; 21:00,Вблизи транспортных путей,54.18173079,37.60354042,Избиение / ранение,Да,Нож,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших столько же, сколько жертв",1
1303,tula_2012_05_001,Пострадавший жив - Виновный найден,Тульская область,1,Мужской,Нет данных,Узбекистан,Выходцы из Центральной Азии,13.05.2012,13.05.2012,Нет данных,Нет данных,Улица,54.19243457,37.62221932,Избиение / ранение,Да,Нож,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших больше, чем жертв",Несколько человек
1304,tula_2012_11_001,Летальный исход - Виновный найден,Тульская область,1,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,27.11.2012,27.11.2012,Вечер,19:00,Улица,54.228786,37.62794602,Убийство,Да,"Автоключ, Бита",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1305,tula_2012_11_002,Пострадавший жив - Виновный найден,Тульская область,1,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,28.11.2012,28.11.2012,Нет данных,Нет данных,Вблизи транспортных путей,54.22488679,37.60452747,Избиение / ранение,Нет информации,Нет данных,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1307,msk_2016_07_001,Пострадавший жив - Виновный найден,Москва,1,Мужской,Взрослые,Нет данных,ЛГБТ,23.07.2016,23.07.2016,Вечер,Нет данных,Частное помещение,55.77594949,37.67291307,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,Оскорбление в адрес сексуальной ориентации,"Нападавших столько же, сколько жертв",1
1308,spb_2016_01_001,Пострадавший жив - Виновный найден,Санкт-Петербург,1,Мужской,Взрослые,Россия,ЛГБТ,16.01.2016,16.01.2016,Вечер,19:00,Частное помещение,59.95221327,30.48332691,Избиение / ранение,Нет,Не применялось,Кража имущества была,Нападению сопутствовали выкрики,"Нападавших больше, чем жертв",5
1309,nizhobl_2016_08_001,Пострадавший жив - Виновный не найден,Нижегородская область,3,Мужской,Взрослые,Россия,ЛГБТ,06.08.2016,06.08.2016,Вечер,22:00,"Парк, лесополоса",56.77994331,44.24812317,Избиение / ранение,Да,Нет данных,Кража имущества была,Оскорбление в адрес сексуальной ориентации,"Нападавших больше, чем жертв",Несколько человек
1310,msk_2016_11_001,Летальный исход - Виновный найден,Москва,1,Мужской,Взрослые,Нет данных,ЛГБТ,01.11.2016,28.11.2016,Нет данных,Нет данных,"Парк, лесополоса",55.59509608,37.56723404,Убийство,Да,Труба,Кража имущества была,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1311,msk_2013_01_006,Летальный исход - Виновный найден,Москва,1,Мужской,Взрослые,Нет данных,ЛГБТ,08.01.2013,08.01.2013,Вечер,Нет данных,Частное помещение,55.71525833,37.68083096,Убийство,Да,Нож,Кража имущества была,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1312,nizhobl_2012_05_001,Пострадавший жив - Виновный найден,Нижегородская область,1,Мужской,Взрослые,Нет данных,ЛГБТ,01.05.2012,31.05.2012,Нет данных,Нет данных,Вблизи транспортных путей,56.37386999,43.81128788,Избиение / ранение,Нет,Не применялось,Кража имущества была,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1313,novosib_2014_08_001,Пострадавший жив - Виновный найден,Новосибирская область,1,Мужской,Взрослые,Нет данных,ЛГБТ,06.08.2014,06.08.2014,Вечер,Нет данных,"Парк, лесополоса",55.03482699,82.92519093,Избиение / ранение,Нет информации,Нет данных,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",9
1314,msk_2015_10_001,Пострадавший жив - Виновный найден,Москва,1,Мужской,Нет данных,Камерун,Темнокожие,01.10.2015,31.10.2015,Нет данных,Нет данных,Салон транспортного средства,55.56993394,37.57731915,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших больше, чем жертв",3
1315,msk_2015_08_002,Пострадавший жив - Виновный не найден,Москва,1,Мужской,Молодые люди,Сенегал,Темнокожие,12.08.2015,12.08.2015,Нет данных,Нет данных,Улица,55.7847283,37.47101784,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших больше, чем жертв",2
1317,msk_2011_03_004,Пострадавший жив - Виновный не найден,Москва,5,Мужской,Взрослые,Нет данных,Темнокожие,14.03.2011,14.03.2011,Нет данных,Нет данных,Публичное помещение,55.75609183,37.61444092,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",5
1322,spb_2013_10_001,Пострадавший жив - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Таджикистан,Выходцы из Центральной Азии,28.10.2013,28.10.2013,Вечер,20:00,Улица,59.90123847,30.28005838,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1323,spb_2013_10_002,Пострадавший жив - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Нет данных,Выходцы из Центральной Азии,29.10.2013,29.10.2013,Ночь,00:00 &#8212; 00:30,Улица,59.88887195,30.45178413,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1324,spb_2016_08_001,Пострадавший жив - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Таджикистан,Выходцы из Центральной Азии,07.08.2016,07.08.2016,Ночь,23:00 &#8212; 00:00,Улица,59.92632294,30.3196907,Избиение / ранение,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1325,kazan_2013_mm_001,Пострадавший жив - Виновный найден,Татарстан,1,Мужской,Нет данных,Таджикистан,Выходцы из Центральной Азии,01.01.2013,31.12.2013,Нет данных,Нет данных,Улица,55.78086828,49.20806408,Избиение / ранение,Да,Нож,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1326,kazan_2016_12_001,Пострадавший жив - Виновный найден,Татарстан,1,Мужской,Взрослые,Кыргызстан,Выходцы из Центральной Азии,23.12.2016,23.12.2016,Нет данных,Нет данных,Улица,55.82686436,49.09983158,Избиение / ранение,Да,"Газовый баллончик, Палка",Кражи имущества не было,Нападению сопутствовали выкрики,"Нападавших больше, чем жертв",2
1327,kazan_2017_02_001,Летальный исход - Виновный найден,Татарстан,1,Мужской,Взрослые,Чад,Темнокожие,16.02.2017,16.02.2017,Вечер,22:00,Улица,55.78727569,49.16555643,Убийство,Да,"Молоток, Нож",О краже имущества нет информации,Нападение не сопровождалось выкриками,"Нападавших больше, чем жертв",2
1330,kazan_2017_02_002,Пострадавший жив - Виновный найден,Татарстан,1,Мужской,Взрослые,Афганистан,Из других стран Азии,21.02.2017,21.02.2017,Вечер,Нет данных,Улица,55.76792958,49.21840668,Избиение / ранение,Да,Газовый баллончик,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1331,kazan_2017_02_003,Пострадавший жив - Виновный найден,Татарстан,1,Мужской,Взрослые,Россия,Люди «неславянской внешности»,22.02.2017,22.02.2017,Нет данных,Нет данных,Улица,55.83527622,49.12326336,Избиение / ранение,Да,Нож,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1333,irkut_2010_03_001,Летальный исход - Виновный найден,Иркутская область,1,Мужской,Взрослые,Кыргызстан,Выходцы из Центральной Азии,21.03.2010,21.03.2010,Вечер,20:00 &#8212; 22:00,Улица,52.28519819,104.3156147,Убийство,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1334,irkut_2010_05_001,Летальный исход - Виновный найден,Иркутская область,1,Мужской,Взрослые,Грузия,Выходцы с Кавказа,14.05.2010,14.05.2010,Вечер,18:00 &#8212; 21:00,"Парк, лесополоса",52.30391195,104.3620491,Убийство,Да,"Нож, Огнестрельное оружие",Кража имущества была,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1335,smrobl_2014_05_001,Пострадавший жив - Виновный найден,Самарская область,1,Мужской,Взрослые,Нет данных,Русские,03.05.2013,03.05.2013,Вечер,20:00,Улица,53.5053525,49.41238403,Избиение / ранение,Да,Нож,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших столько же, сколько жертв",1
1336,vladimirobl_2011_02_001,Пострадавший жив - Виновный найден,Владимирская область,2,"Мужской, Женский",Взрослые,Узбекистан,Выходцы из Центральной Азии,18.02.2011,18.02.2011,Вечер,21:00,Улица,55.93214674,39.45701122,Избиение / ранение,Да,Бита,Кражи имущества не было,Нападению сопутствовали выкрики,"Нападавших больше, чем жертв",4
1337,vladimirobl_2013_10_001,Пострадавший жив - Виновный найден,Владимирская область,1,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,22.10.2013,22.10.2013,Нет данных,Нет данных,Улица,55.98944911,40.02096176,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1338,vladimirobl_2013_11_001,Пострадавший жив - Виновный найден,Владимирская область,1,Мужской,Взрослые,Россия,Выходцы с Кавказа,05.11.2013,05.11.2013,Нет данных,Нет данных,Общественное сооружение под открытым небом,55.95225065,40.86441994,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,Нападению сопутствовали выкрики,"Нападавших больше, чем жертв",7
1339,vladimirobl_2014_01_001,Пострадавший жив - Виновный найден,Владимирская область,2,Мужской,Взрослые,Таджикистан,Выходцы из Центральной Азии,02.01.2014,02.01.2014,Нет данных,Нет данных,Публичное помещение,56.30243756,39.37843323,Избиение / ранение,Да,Бита,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1340,vladimirobl_2014_01_002,Летальный исход - Виновный найден,Владимирская область,1,Мужской,Взрослые,Таджикистан,Выходцы из Центральной Азии,26.01.2014,26.01.2014,Нет данных,Нет данных,Улица,56.39642133,38.70946884,Убийство,Да,Нож,О краже имущества нет информации,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",Несколько человек
1341,vladimirobl_2016_01_001,Пострадавший жив - Виновный не найден,Владимирская область,2,Мужской,Взрослые,Нет данных,Религиозные группы,08.01.2016,08.01.2016,Вечер,Нет данных,Публичное помещение,56.39525987,38.82512569,Избиение / ранение,Да,Нож,Кражи имущества не было,Оскорбление в адрес религиозной принадлежности,"Нападавших столько же, сколько жертв",2
1442,mo_2016_04_002,Пострадавший жив - Виновный не найден,Московская область,1,Мужской,Взрослые,Таджикистан,Выходцы из Центральной Азии,20.04.2016,20.04.2016,Вечер,23:00,Вблизи транспортных путей,55.39183504,37.54650593,Избиение / ранение,Нет информации,Нет данных,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших больше, чем жертв",3
1443,mo_2017_01_001,Пострадавший жив - Виновный не найден,Московская область,1,Женский,Взрослые,Демократическая республика Конго,Темнокожие,30.01.2017,30.01.2017,Вечер,20:00,Вблизи транспортных путей,56.3019312,38.13689232,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,Нападение не сопровождалось выкриками,"Нападавших столько же, сколько жертв",1
1444,mo_2016_07_001,Пострадавший жив - Виновный не найден,Московская область,1,Мужской,Взрослые,Ангола,Темнокожие,06.07.2016,06.07.2016,Утро,05:00,Публичное помещение,55.73977,38.84997368,Избиение / ранение,Да,Автоключ,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",1
1445,msk_2016_04_002,Пострадавший жив - Виновный не найден,Москва,2,Мужской,Взрослые,Гватемала,ЛГБТ,07.04.2016,07.04.2016,Ночь,02:00,Улица,55.77027268,37.57738352,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,Оскорбление в адрес сексуальной ориентации,"Нападавших больше, чем жертв",2
1446,msk_2016_02_005,Пострадавший жив - Виновный не найден,Москва,1,Мужской,Взрослые,Демократическая республика Конго,Темнокожие,01.02.2016,01.02.2016,Утро,11:00,Вблизи транспортных путей,55.66463605,37.48434305,Избиение / ранение,Да,Газовый баллончик,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших столько же, сколько жертв",1
1447,msk_2016_06_001,Пострадавший жив - Виновный не найден,Москва,1,Мужской,Взрослые,Демократическая республика Конго,Темнокожие,20.06.2016,20.06.2016,Вечер,23:00,Вблизи транспортных путей,55.54169548,37.57083893,Избиение / ранение,Да,Бутылка,Кража имущества была,Оскорбление в адрес религиозной принадлежности,"Нападавших больше, чем жертв",3
1448,msk_2016_11_002,Пострадавший жив - Виновный не найден,Москва,1,Мужской,Взрослые,Ангола,Темнокожие,13.11.2016,13.11.2016,Утро,11:00,Улица,55.65969736,37.74095535,Избиение / ранение,Нет информации,Нет данных,Кража имущества была,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",5
1450,msk_2016_03_001,Пострадавший жив - Виновный не найден,Москва,1,Мужской,Взрослые,Афганистан,Из других стран Азии,27.03.2016,27.03.2016,День,16:30,Вблизи транспортных путей,55.82022317,37.64046907,Избиение / ранение,Нет информации,Нет данных,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших больше, чем жертв",2
1451,msk_2016_10_002,Пострадавший жив - Виновный не найден,Москва,1,Мужской,Взрослые,Бангладеш,Из других стран Азии,14.10.2016,14.10.2016,Вечер,22:00,Улица,55.77459297,37.5978756,Избиение / ранение,Нет,Не применялось,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1452,spb_2016_12_001,Пострадавший жив - Виновный не найден,Санкт-Петербург,1,Мужской,Взрослые,Нет данных,Выходцы из Центральной Азии,25.12.2016,25.12.2016,Вечер,20:30,Улица,59.92117198,30.49010754,Избиение / ранение,Да,"Газовый баллончик, Нож",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",3
1455,msk_2014_08_06,Летальный исход - Виновный найден,Москва,1,Мужской,Взрослые,Россия,Бездомные,08.08.2014,08.08.2014,Ночь,Нет данных,Улица,55.80296902,37.80032873,Убийство,Да,Нож,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших столько же, сколько жертв",1
1456,msk_2017_02_001,Пострадавший жив - Виновный найден,Москва,1,Мужской,Взрослые,Таджикистан,Выходцы из Центральной Азии,05.02.2017,05.02.2017,Утро,07:00,Салон транспортного средства,55.80773728,37.37648606,Избиение / ранение,Да,Нож,Кражи имущества не было,Оскорбление в адрес этнической / расовой принадлежности,"Нападавших столько же, сколько жертв",1
1457,lipetskobl_2015_04_001,Пострадавший жив - Виновный найден,Липецкая область,2,Мужской,Взрослые,Нет данных,Выходцы из Центральной Азии,27.04.2015,27.04.2015,Вечер,20:00,"Парк, лесополоса",52.61047426,39.61416721,Избиение / ранение,Да,Нож,Кражи имущества не было,Нападение не сопровождалось выкриками,"Нападавших столько же, сколько жертв",2
1458,lipetskobl_2013_07_001,Летальный исход - Виновный не найден,Липецкая область,3,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,01.07.2013,01.07.2013,Ночь,Нет данных,Частное помещение,52.60888199,39.5865351,Убийство,Да,Горючая жидкость,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших меньше, чем жертв",3
1459,lipetskobl_2013_07_002,Пострадавший жив - Виновный не найден,Липецкая область,4,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,01.07.2016,01.07.2016,Ночь,Нет данных,Частное помещение,52.60880717,39.58660483,Избиение / ранение,Да,Горючая жидкость,Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших меньше, чем жертв",3
1460,lipetskobl_2013_07_003,Пострадавший жив - Виновный не найден,Липецкая область,2,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,31.07.2013,31.07.2013,Нет данных,Нет данных,Улица,52.61198481,39.5556736,Избиение / ранение,Да,Нож,О краже имущества нет информации,О выкриках при нападении нет информации,Нет информации,Нет данных
1461,lipetskobl_2013_08_001,Летальный исход - Виновный найден,Липецкая область,1,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,23.08.2013,24.08.2013,Ночь,Нет данных,Частное помещение,52.61064429,39.58292484,Убийство,Да,"Нож, Топор",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",2
1462,lipetskobl_2013_08_002,Пострадавший жив - Виновный найден,Липецкая область,3,Мужской,Взрослые,Узбекистан,Выходцы из Центральной Азии,23.08.2013,24.08.2013,Ночь,Нет данных,Частное помещение,52.61064408,39.58275318,Избиение / ранение,Да,"Нож, Топор",Кражи имущества не было,О выкриках при нападении нет информации,"Нападавших меньше, чем жертв",2
1463,kazan_2014_07_001,Пострадавший жив - Виновный найден,Татарстан,1,Мужской,Взрослые,Россия,ЛГБТ,22.07.2014,22.07.2014,Вечер,Нет данных,Улица,55.82978702,49.09270763,Избиение / ранение,Да,Газовый баллончик,Кража имущества была,О выкриках при нападении нет информации,"Нападавших больше, чем жертв",6
1464,kamch_2012_08_001,Пострадавший жив - Виновный найден,Камчатский край,1,Мужской,Взрослые,Нет данных,ЛГБТ,01.08.2012,31.08.2012,Нет данных,Нет данных,Частное помещение,52.99547957,158.6596048,Избиение / ранение,Да,Нож,Кража имущества была,Нападению сопутствовали выкрики,"Нападавших больше, чем жертв",2
